RMS_f0,RMS_f1,RMS_f2,RMS_f3,RMS_f4,RMS_f5,RMS_f6,RMS_f7,RMS_f8,RMS_f9,WL_f0,WL_f1,WL_f2,WL_f3,WL_f4,WL_f5,WL_f6,WL_f7,WL_f8,WL_f9,IAV_f0,IAV_f1,IAV_f2,IAV_f3,IAV_f4,IAV_f5,IAV_f6,IAV_f7,IAV_f8,IAV_f9,restimulus
0.18665022025073938,0.06495422469589887,0.007955613159525863,0.0023695746162037583,0.0023163080126147534,0.0023397252410636534,0.011819285361800644,0.025320695393378168,0.0021604093865136734,0.021807024041223085,0.10664052376648894,0.0762132102269492,0.007214501651413992,6.801260423932275e-05,9.434609866341417e-05,0.0005812399418276188,0.034643181217805755,0.07961285771387741,0.0003661215775123878,0.035208058508772976,5.510804188397315,1.8185981298802132,0.23294803162519803,0.07108454511294782,0.06948345637398201,0.0699990607904984,0.25827677139728544,0.694282061712431,0.06472362407333405,0.6121466684439781,0.0
0.14745113231404322,0.02401364707477281,0.01099080030495041,0.002311474394992628,0.0022934218639292688,0.0033487755472023147,0.06116440618814377,0.16614228119157193,0.001954166817000218,0.07664403440738592,0.04934876957498008,0.03364322176415505,0.03653795658598387,8.517627221058801e-05,0.0001406727475712008,0.0023105810339057262,0.10392362466654562,0.3545617933716552,0.0003369697474278244,0.19774283063981085,4.416803198292578,0.6559074813700037,0.2729821626624264,0.06933929798815117,0.06879674263443926,0.09825635928309238,1.5714793924482298,3.8324992120524497,0.0585956321942362,1.669581209787705,0.0
0.21420307292358076,0.027382441899784088,0.07013957971772526,0.00230910474184353,0.0025809275434969157,0.0055995114320091955,0.14661854983088357,0.5265022840019009,0.002532860109335338,0.3118127164377382,0.17285567460834994,0.04034123709372249,0.1348602870217389,0.0001756666590357497,0.0008246967323457368,0.0037091011218808004,0.13728075251531124,0.6557706006924837,0.0019376246760727956,0.46398243066036804,6.228920676943526,0.7333752585893761,1.7116595953036677,0.06926014030564771,0.07707204901291402,0.16432998743549732,4.212271366899791,14.59700813664156,0.07395142638136541,8.33486034037537,-1.0
0.3990172067940452,0.07635039806661736,0.1970378787992808,0.002659522975710685,0.0037113765764048273,0.007535430816056252,0.21938379540633357,0.9415608371362603,0.005586506417161149,0.6595971869670461,0.33543816958600975,0.09040036332745875,0.2240781691912487,0.0009361918394137857,0.0024095489861558307,0.0017765346000313976,0.07848409792901692,0.5371023853296115,0.006375806599291261,0.5332524195816135,11.577849586810336,2.134839723765353,5.545176282800147,0.0793372224699813,0.10919849261759058,0.22546864191673227,6.542571449369744,27.80396763387503,0.15723953373255325,19.17918062761893,1.0
0.6649001866665081,0.1404330201502891,0.336470820563294,0.00374218407731497,0.006055243991082526,0.008054188887492982,0.24735516277933586,1.1441515525274406,0.011066763678311702,0.9496904402718525,0.42621461749828743,0.09611824017390548,0.17232832830486478,0.0020344897065736355,0.0040953971832251145,0.00016915203563709798,0.019049088144650395,0.16658537614066748,0.008314161706241639,0.3262287590432289,19.574575456392985,4.123925419521352,9.960689285447897,0.11068419625831868,0.17779057322052522,0.2416226267258442,7.419627189681419,34.309421054982565,0.32239085164061326,28.336134380130815,1.0
0.9558399680598777,0.20239616317741052,0.38018522515339354,0.005045820458521408,0.00859326379505965,0.0077232842380651244,0.2394468944145746,1.0848492764174764,0.013835413279445624,1.0683608130834321,0.40599931164453473,0.08805394583910561,0.099540592197923,0.001454093489902151,0.002866804597460703,0.0016466718368087713,0.030597970120049778,0.21317912842493103,0.005069481582308645,0.13026436273289055,28.436077235638862,6.020923962221784,11.387799412167173,0.1507323898237742,0.25635264340613556,0.23121695615206628,7.177501475586037,32.48325116831484,0.4142617139106683,32.04419092190952,1.0
1.1819500177643556,0.2639553248912186,0.294919708678731,0.005163785938697727,0.00883030494234943,0.005963400945272312,0.21566185618444964,0.9178720331186548,0.010379582809049421,0.9709598915494076,0.25680887049073675,0.09358646425532474,0.18266025391271426,0.001384617876266596,0.0022024015149077437,0.003014969230231229,0.029757113224859383,0.24305259332176044,0.008456365166895768,0.2987308281820914,35.38368702703789,7.874309945807883,8.685854559272169,0.15446717392112597,0.26417205837246704,0.17642912203304167,6.463742575585603,27.44859614916894,0.3013617874471913,28.993780489680034,1.0
1.3105305089418016,0.3345882097540406,0.17434606343664505,0.003532768458026224,0.006740738712182286,0.0055078929286495005,0.22217227079557705,0.766148246452435,0.004931872038972975,0.7245609518247494,0.1346823954153149,0.11425083635217653,0.15855219034120777,0.0037578116580401872,0.0036679849356205446,0.004051986571114936,0.06324538224582785,0.20185409867663306,0.0068719405626085014,0.38841299360056303,39.29808605541659,9.987158348180799,5.031550945071369,0.09986131816679723,0.1993171972859822,0.1624768790682696,6.642199937104788,22.91528145695929,0.13394668329614468,21.4492856089553,1.0
1.3819063081230312,0.43392612568174477,0.08381917492587752,0.0014035337570799528,0.004640763120195678,0.01273276772032214,0.3270775772881571,0.6277690470058083,0.00152912329908557,0.4802405778921207,0.07571099781902868,0.17619177766833127,0.0975993774117741,0.003264807542389342,0.0018852740726591141,0.016085222459978364,0.235418183697209,0.20232298273546134,0.0027682713407007663,0.3069409324996704,41.45113187267403,12.92057474783932,2.352702837778413,0.0382265637816208,0.13812426660176172,0.3526050028732814,9.577301647153192,18.744167427756135,0.04173354289538496,14.140148831819213,1.0
1.4073166628563272,0.5766337791712567,0.03653747185637329,0.007475693556411968,0.004598116793844239,0.028030647050446753,0.5612064353281064,0.49773386994725644,0.0040722677609593754,0.3024095550916093,0.029940346836294873,0.22304890446569708,0.031002689177614798,0.01606758306892205,0.002163980803727492,0.026159170215183093,0.41264605557226247,0.1596626338280055,0.007994672668390277,0.2000076655367849,42.21922461853355,17.179104433282955,1.0635460805436363,0.17038559501280717,0.1366823001655712,0.8063067977565883,16.412736212742352,14.858731430187687,0.09811027858630446,8.891980620319247,1.0
