RMS_f0,RMS_f1,RMS_f2,RMS_f3,RMS_f4,RMS_f5,RMS_f6,RMS_f7,RMS_f8,RMS_f9,WL_f0,WL_f1,WL_f2,WL_f3,WL_f4,WL_f5,WL_f6,WL_f7,WL_f8,WL_f9,IAV_f0,IAV_f1,IAV_f2,IAV_f3,IAV_f4,IAV_f5,IAV_f6,IAV_f7,IAV_f8,IAV_f9,restimulus
0.05925990521015065,0.0021052704636301974,0.0008978042659397872,0.0029368836833108024,0.004729010300145755,0.005129592024448262,0.26013279107971204,0.055704478332182714,0.005111522916999268,0.1030388699402436,0.054675866178605315,0.005617088777554753,0.004506592724428878,0.0013096677737907824,0.001348328528774534,0.005401806183160128,0.08000847354031937,0.020432234642921064,0.011769650847187845,0.11265704801493151,1.7080360660199705,0.04034430316156533,0.018553513246106598,0.08727091448738239,0.14135379404688367,0.1459106961290676,7.770366064674858,1.6616206232277415,0.1431258214114108,2.9227046962310848,0.0
0.12885904472297124,0.013605985682615573,0.011846128772863737,0.003359066414759156,0.004051155724280088,0.008292156160236427,0.3305191237156031,0.08122508323098061,0.02718326493997746,0.20901942580183208,0.13521132869998698,0.0255985322252983,0.02641347099852234,0.0002465141083058302,0.00062107593999255,0.004313758764415835,0.12691562714860127,0.049934714204348675,0.06755390354836627,0.18794633219254497,3.66553704838172,0.33651823317364704,0.26382310732897624,0.10076264036045633,0.12140351595555705,0.24586256747611537,9.852733678227588,2.3941166445434297,0.5880122876504125,6.035441684794626,0.0
0.24727430789029142,0.04301688595936458,0.04760851253105605,0.0032936369646304996,0.0038648575679570527,0.011866092031825988,0.4567584281341392,0.12307251321551411,0.11310044860186427,0.35514320993579324,0.20261431248332823,0.05801599911145977,0.07311373972719079,0.00019629319469156902,0.0003871021972419583,0.006853422015679206,0.24131754430992902,0.07153485707270164,0.17538099844148797,0.23195505500778885,7.191617095891474,1.1821699947946491,1.2669556586280915,0.0987920596494898,0.11592517446263105,0.3508818413302161,13.530835451113555,3.637620447264161,3.002654857580401,10.449349652613815,-1.0
0.4043873803894545,0.10197486733486473,0.11727073475358783,0.0031907391589379034,0.004563153165597386,0.01963287981764294,0.6868262242719744,0.18980359583204423,0.28030403092291634,0.5305783306210036,0.2496617998235367,0.11194459897629924,0.12486885007862229,0.00013449972086392818,0.002005656413870665,0.015149250253841888,0.4151837650175153,0.12350703183970771,0.30429083492564024,0.2911404200926577,11.920771573864076,2.890739504475774,3.3312771888550206,0.09571890569664283,0.13570873254947957,0.5729431611667004,20.264731719108163,5.586023390836303,7.950315358160333,15.709655548421134,1.0
0.5825445743647021,0.20388705070380628,0.20613020733493126,0.0032959916396956284,0.007224581390945169,0.03402289928228268,1.0318301122073301,0.3029060940982496,0.5101391406370418,0.7886504038862404,0.26677157096926424,0.17439863172326914,0.1251638235269614,0.00037903744971993104,0.00539534437170095,0.025830143964178792,0.5578876051477162,0.19502432041018675,0.3383247928066465,0.44682448777327377,17.31107378963955,5.905478131800332,6.073173229881228,0.09882038285185558,0.211081166582877,0.9939550535005189,30.535428580422497,8.912869061923988,14.975082150147946,23.306619336082,1.0
0.7547401537478315,0.3216519333933931,0.25835341157953906,0.0038640923991230106,0.011451168292029483,0.056202760070781385,1.3772150638950331,0.4393336870120888,0.6614340267427128,1.09761219531057,0.22139112941011962,0.16135546534827336,0.05096196736780176,0.0014011830977257423,0.005800146671879223,0.03803042586397565,0.39581981865665283,0.18435027237716134,0.1479967052109067,0.39703097383865593,22.54963539188426,9.537165582067287,7.743995776173185,0.1152687652989007,0.33893668928898146,1.6516137952027705,41.143625079370096,13.068023048357635,19.815768287275805,32.714895784000504,1.0
0.8453099476610288,0.4086679473312728,0.23775070311432348,0.005765617084828509,0.013498073024486015,0.0904843602749277,1.466962957155373,0.5131145375197897,0.6053918937542662,1.2225016628679137,0.09750174550274049,0.1028929483074027,0.07777360350610399,0.004012872684849173,0.0015221745994961847,0.06308589071201294,0.24480621273141479,0.08147502470849177,0.2537212783519272,0.20950511496557422,25.353786512055184,12.227708654240537,7.094403155253742,0.16909103085195817,0.40486762698031964,2.6564512723359184,43.97497921959652,15.387442759561095,18.001209739676682,36.65803628581522,1.0
0.7939780882398366,0.485789065695445,0.17524749737380566,0.01019564176137985,0.014016199092104558,0.15167740431081306,1.243793588251763,0.46224337554460443,0.385129406489988,1.0474593612585301,0.156356382412277,0.1401303668964104,0.09082446377284417,0.009016722689151171,0.003304514552989534,0.11082886334784009,0.4263524730576811,0.16548612722229294,0.3617139684767769,0.39749799204748915,23.772606414411793,14.521085981110524,5.189643847122733,0.2956330301429692,0.4196737278114544,4.438943560967094,37.09494660598282,13.78196967188882,11.059527991807592,31.194691801121575,1.0
0.6836434351697969,0.6287425342287398,0.13530056516491415,0.02123675364213567,0.020535850103698183,0.24406273734946238,1.0244787190200133,0.3195763524011685,0.18275985067174816,0.8173030871880318,0.13527920605192634,0.26480310959677944,0.04964747367733796,0.02211317003273012,0.015488175596465705,0.15282956617880128,0.19097864594339642,0.24553542916958906,0.17472015240871505,0.20229955359672835,20.471870433930242,18.706720956428857,4.051645277993987,0.6047847842843923,0.5993229024190082,7.191736751840769,30.701523481402816,9.321425193338216,5.237430234874037,24.45179040100245,1.0
0.6275988001045445,0.8216978872065079,0.17908866870839701,0.04183189718542641,0.03495888563464322,0.3575850386500072,1.0584269305884793,0.16495757069589678,0.12879355554670507,0.8027874440949954,0.0524220014480592,0.2647424205634261,0.11621901923460598,0.03560742357854553,0.023607955898239462,0.17462964919085766,0.1889178772118626,0.18627682690830227,0.051355075305027365,0.13236055053842055,18.825691390180154,24.53009321164316,5.261775927556001,1.2130111100428496,1.0262465642514538,10.612421719732486,31.70225160810297,4.647747571956871,3.850184554817804,24.052875034631136,1.0
