RMS_f0,RMS_f1,RMS_f2,RMS_f3,RMS_f4,RMS_f5,RMS_f6,RMS_f7,RMS_f8,RMS_f9,MAV_f0,MAV_f1,MAV_f2,MAV_f3,MAV_f4,MAV_f5,MAV_f6,MAV_f7,MAV_f8,MAV_f9,ZC_f0,ZC_f1,ZC_f2,ZC_f3,ZC_f4,ZC_f5,ZC_f6,ZC_f7,ZC_f8,ZC_f9,SSC_f0,SSC_f1,SSC_f2,SSC_f3,SSC_f4,SSC_f5,SSC_f6,SSC_f7,SSC_f8,SSC_f9,restimulus
0.004407659477976485,0.00042322222684165745,0.0019679040765135446,0.0025059371028013522,0.00341307366851201,0.023938845963460246,0.20610222545567672,0.018440215366678277,0.0006776720517786081,0.07467822251884577,0.0030888503685518685,0.0003709513359309362,0.0019530274240050353,0.002505330053537188,0.0033473986023381226,0.02288858157330522,0.20414510382388967,0.0178789388828667,0.0005395873986788218,0.07116229579398378,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.023490606350002687,0.0058779398905753,0.0014618580721898642,0.002628957935375329,0.005495638504304047,0.0371882513063237,0.26740832024057337,0.04344034174522236,0.0014123417870616293,0.14213794905628163,0.019963931869072662,0.004164432468493875,0.0014522944062876166,0.00262853284955079,0.005391703630121542,0.03689212996286788,0.26626004149187915,0.04010482648977989,0.0008971932357136143,0.13800010233456694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.06138583779504505,0.02611376333757568,0.0026021493722305044,0.0026740361014164975,0.0070244609761252385,0.044327615541611735,0.32245441167719957,0.12288302692949535,0.011375332899307113,0.2159269679529025,0.05812917536424238,0.022872381797016797,0.0023403263498180133,0.002674019576521001,0.007015315972149288,0.04425741074704849,0.32152474797929903,0.1125408636766453,0.00910037316530507,0.21369612904999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.08490348894819452,0.06246071563136103,0.009607586141699577,0.0029560872779890125,0.006360340252199216,0.05377350357349051,0.3878587620479243,0.2897126613068237,0.037026057112553724,0.2828575280787443,0.08465160813164191,0.059598163519680426,0.008448664543874187,0.002934392508693409,0.006328561591219557,0.05348016928912575,0.38658025998174317,0.2748818940280073,0.033920207781641024,0.28151086915597706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.06173003941402617,0.10453021791606032,0.02824750073562651,0.005727628755341513,0.007339852591380874,0.07154834910026296,0.46780177006512424,0.5347349967380721,0.08623526174275345,0.3361147518132919,0.058358674866844235,0.10289715544255676,0.0259835047357952,0.005375669086486787,0.007093815903626146,0.07086720314467124,0.46623791905180456,0.5209317943190458,0.08142062559316773,0.33557447118377487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.02300315418151562,0.14250126007358843,0.06182271596688144,0.013286284037039308,0.018374119121680885,0.10149308042024303,0.5624907086045744,0.8216202479340133,0.19503024743475134,0.37687854371265517,0.01920835878848811,0.14172125210730616,0.059292577965309526,0.012563450013879682,0.01698034494715989,0.10029477143882115,0.5608895229348886,0.8117788004954272,0.18464736665657747,0.37643076470472975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.004696944877771306,0.16788629718168332,0.10211374660548656,0.025518676153769536,0.0370352503090519,0.1390640757253653,0.6395384836711272,1.0462311424698505,0.3703641087623002,0.43581795604093254,0.00424085127199249,0.16771404856835656,0.10059422229672071,0.02477307075797167,0.03596018004166717,0.13807034668890322,0.639111617595106,1.0438525132227654,0.36005956960982777,0.4346306693222766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.011854265255750434,0.17916517430609527,0.1341373737627942,0.038424680321530465,0.05409215994945981,0.17542031595222743,0.6351120933968312,1.121251617720182,0.547700644402574,0.5120831233681656,0.010402644461985968,0.1791370142174496,0.13369715302609858,0.038075242281937004,0.0536900577325641,0.17473320090151215,0.6345362754768218,1.121231872312203,0.54347923239872,0.5110732672520657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
0.023735534168492042,0.18378211239925152,0.14691953556528298,0.04800965252112996,0.07106552213327347,0.220923860244584,0.5552579819911267,1.1455319225380705,0.6277227415877937,0.5617470722487413,0.023237791507409664,0.18377782787644847,0.14689678923154653,0.047892479354683944,0.07056094048124142,0.21953183567002432,0.5538176084984198,1.1452740226005098,0.6275308209483671,0.5616279458823761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.03032260211400598,0.18076034772817623,0.1354288856703316,0.05401202098575393,0.0955413244940589,0.3036589575606927,0.4765745449541379,1.2666964280067883,0.5567011894040855,0.5500231666200341,0.03027774826392026,0.18074747619112902,0.13510008449641708,0.0539711074470256,0.09470996333226724,0.3001059564319915,0.4758740143847478,1.2638853131817638,0.5531029099799293,0.5496084129729568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.032453069526745544,0.1887875725593941,0.11886904022918085,0.05887162845487254,0.12598276772089753,0.42971255608713693,0.4570442828768078,1.542010567716087,0.4105098727495347,0.4776136844294712,0.03244177629862977,0.1885268287024658,0.11879882975783827,0.05883527915236373,0.1252874956432525,0.4255413506314366,0.45693486700743785,1.5349526790476518,0.4064508372207923,0.47580581250955656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.024789692698116896,0.2208426758582773,0.12169069161570044,0.06255258705026072,0.15029143172370857,0.542242465621593,0.4905482104562937,1.8656970513330862,0.3222456372559813,0.3835766198464481,0.023240627888830086,0.2202243054018276,0.12156573564795996,0.0625422292315986,0.15007315553426592,0.5408842643087869,0.4902372053677324,1.8613389928415722,0.3217196406215013,0.3816990749010823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.010428049066188333,0.25317348069672263,0.13807396962074603,0.06512194428888472,0.16017344201856568,0.5989508081461717,0.5222440883357734,2.052758559567339,0.2985523850378369,0.3148893403996421,0.009165265140281985,0.25292391689583893,0.13783444117948238,0.06511126362737495,0.16016480198954583,0.5987984453191949,0.5221510001002458,2.052361290547964,0.29851890395279246,0.31421541585254215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.011270833549302132,0.2676830963890624,0.1550882862455645,0.0669570217541563,0.15062381498951824,0.5877393941921162,0.5228556366643442,1.997093227541009,0.2934775555144878,0.2820112990977531,0.010425730254281455,0.26766726828536636,0.15495594917719993,0.06695542221476437,0.15030107199398504,0.587068943110857,0.5227084880293139,1.995335564010289,0.29347678360439455,0.2818752850570384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
