WL_ch1,WL_ch2,WL_ch3,WL_ch4,WL_ch5,WL_ch6,WL_ch7,WL_ch8,WL_ch9,WL_ch10,restimulus
0.0004745768421728,0.0016263669584737,0.0018687215550764,0.0010353130680512,0.0041051793914022,0.010770897068911,0.0372865375666107,0.1421621485533529,0.0055439703168453,0.0379485648595883,0.0
0.0003753496029811,0.0001502024774776,0.0006338019021968,2.469520108799861e-05,0.0060911605611699,0.0131545722649299,0.0019867269858504,0.0025080030380596,0.0017607555439035,0.0329348838934997,0.0
1.221887543662297e-06,1.5334550132386354e-07,6.671072753986537e-05,3.4427530506918845e-06,0.0004156246511914,0.0053910370294988,0.0011410616467921,1.266512704246013e-06,0.0027368628146093,0.0011219789231561,0.0
0.036099114959924,0.0033900280750005,0.0001680786350126,0.0002822446791492,3.722813846581286e-05,0.0007797623320417,0.0025075838022386,0.0381311659015422,1.6418596762504678e-06,0.0064642384171074,0.0
0.1236873286007548,0.0018270209981157,0.0007333028779375,0.0001734828536197,8.867530200375e-05,7.691662236686747e-05,0.0072378018659668,0.0301801996653628,0.0002785261973086,0.0120790819735236,0.0
8.178277182533181e-05,0.0147034126211323,0.0137916705271165,8.04985219091765e-06,0.0032108603885779,0.0376300053764038,0.0918413430196262,0.1552120418766232,0.0194455016013664,0.0842652376640056,0.0
0.000373720185998,0.0194653974404221,0.0091830307583863,0.0466332209839187,0.0066154009012223,0.0043501945857359,0.0238929236467228,0.0382057962850995,0.0174430353942081,0.0174860409164324,0.0
0.0304342965575537,0.0149010777935078,0.0020711725268306,0.0213790151438215,0.0594539706521928,0.2420740802075512,0.0692253782483107,0.0248833471602857,0.0047021432042735,0.2047178180064461,0.0
0.0064975135733439,0.0002714115379553,0.0002943304066187,0.0005557090046408,0.0019104165428112,0.0157970037797956,0.0190155536226827,0.0045373206924262,0.000194934396453,0.0083291531240101,0.0
0.0042497202822005,8.87158770937202e-05,0.000151926185452,0.0001572472547642,0.0022993984964478,0.0047042140420332,0.0154094868593599,0.0319637768728246,0.0001661402218369,0.0192876762892212,0.0
0.0021275249703046,1.8150298585041871e-06,0.0730268805894288,0.0981274555082009,0.003796496174767,0.0159114282608959,0.1893384238861524,0.0641115613641391,0.0529704930747525,0.1415444275056003,0.0
0.0067667206838595,0.0078569986776656,0.0021215846457203,0.0001921573641966,0.0012910126852193,0.0355168027986457,0.0915552251036121,0.1178340253085528,0.0033230508127842,0.0585594244543508,0.0
0.0032329173744862,0.01583707677117,0.0004588400799669,5.508917714873484e-05,0.0001551680633464,0.0325585375777266,0.3146497910927292,0.0181886530204913,0.0001200610740489,0.0263613716187899,0.0
0.00354593668303,1.609666957707017e-05,2.003243444062769e-05,4.010960047489288e-05,1.0740749873389912e-05,0.0001334332962942,0.0026553274700977,0.0077510185308722,4.808956284283773e-07,0.005165309034118,0.0
0.1385363668960516,0.0152322851606024,0.0006601043778124,0.0007534543115134,0.0010039741459369,0.0078666536171711,0.0182551004128758,0.1123825354190571,0.0001197438951174,0.0039734684656023,0.0
0.0021355302790236,5.155266019074567e-07,2.046982574275581e-05,1.141018786867537e-07,0.0012554661804039,0.0046166156276784,0.0203171552481639,0.0023813356351139,0.0013290748547455,0.0024855175246936,0.0
0.0006699720486793,3.188830481636474e-06,4.481522546293925e-05,2.085322527073342e-05,3.809712928225326e-05,3.399756981754343e-05,0.0005853495629496,0.0012285426193355,7.793639154775843e-06,0.0048983312465196,0.0
0.0139986731560038,0.0138214605939079,0.0040137958459989,0.0056885089580335,0.0096008892680426,0.1588183606594045,0.2093238814584493,0.0450842500591174,0.0012127497760832,0.027333694214757,0.0
0.0072765979986416,0.0010911118015428,6.97438376862829e-06,3.806524557697574e-05,1.5297083181737591e-06,9.71453789113709e-07,0.0008287147579115,0.0010198737351421,2.1941240865418904e-08,0.0001678982186715,0.0
0.029551448456172,3.3691244490539115e-05,0.0001166877815294,6.815809672741906e-06,1.1309995834905134e-05,0.0091871368848521,0.0073608342223978,0.0165779690141232,0.0005605016756571,0.0241000588794296,0.0
0.0055841549655483,0.0008236935796468,0.0007531040013346,9.97470761877851e-05,0.0002288038072878,0.02073519038778,0.0363204160754591,0.0120654558681319,0.0033342955654615,0.0011990880851328,0.0
0.0006729659469412,0.0011775142934199,0.0324219311551973,0.0001157953084826,0.0029092412983792,0.0018059569544841,0.0074277886066547,0.0018666282459628,9.708939271194138e-05,0.005076367224698,0.0
0.0005805123076177,0.0171075664945422,0.0118078348704251,0.002068062899607,0.0023549349619607,0.0044193676288398,0.0259644973049275,0.0658965057684529,0.0131170907693416,0.0126480272667823,0.0
