IAV_ch1,IAV_ch2,IAV_ch3,IAV_ch4,IAV_ch5,IAV_ch6,IAV_ch7,IAV_ch8,IAV_ch9,IAV_ch10,restimulus
0.0890206535588969,0.0584928408963327,0.064921381660299,0.0660134551874291,0.119097769518507,0.326757774132256,5.03275148947407,12.661418249315435,0.2563385610124744,5.348835429686265,0.0
0.0803934775763355,0.0748067125743391,0.0910947122825657,0.0735754479250675,0.4354035070586076,3.996143406682626,1.5405650163991238,1.663765554733638,1.0544787038981338,15.940785700505304,0.0
0.0719762667509648,0.071998704859605,0.0746015486369028,0.0719515596992492,0.1324143272777983,4.005757494194385,0.1862693249205577,0.0719492423158679,0.4788990311499574,0.2602851028340257,0.0
29.18216405036496,0.7466590640552148,0.0873494905961468,0.0767609362294082,0.0806410064167664,0.5397591185080617,2.540024454838865,13.987535414808344,0.0720134271883131,2.821168011700776,0.0
7.285961034292751,0.2980686041981846,0.1493101774846979,0.1106999377134779,0.1236277103456102,0.1025075528943478,0.9891069558802564,2.9204059403680827,0.1055824398791887,2.2346248869266216,0.0
0.0743006529591733,0.317027689253658,0.2995176919936779,0.0747711874084075,0.4277133551638332,2.726057592407071,18.90366837852312,6.5666675009420565,0.143509998021946,8.363422593842813,0.0
0.0791286812504395,1.435929578432083,0.0798992997430914,0.3727162108640595,0.042556678555738,0.1538785613031665,5.692152163964359,11.416139362458049,0.1969811110875866,4.900448147045141,0.0
0.5404107448425167,0.6081699163430423,0.0340438269436819,0.1613414460487253,1.7099586642402482,13.826517214774292,2.2460077692508453,8.036020978293065,0.1054991178653146,3.7295128651861,0.0
0.1495518999872816,0.1075154797385348,0.1357391199601517,0.1027236097669691,0.1042612546927774,1.033408904938348,3.271044898260225,2.0539907343888597,0.1055203422837464,0.5773708484434509,0.0
0.0652345150631962,0.0755741553133282,0.0752449185143982,0.0677518355312424,0.0327253158538075,1.0320887219143238,3.797263520248341,3.5807643548579446,0.0819897477778893,1.0428053359439595,0.0
