RMS_f0,RMS_f1,RMS_f2,RMS_f3,RMS_f4,RMS_f5,RMS_f6,RMS_f7,RMS_f8,RMS_f9,MAV_f0,MAV_f1,MAV_f2,MAV_f3,MAV_f4,MAV_f5,MAV_f6,MAV_f7,MAV_f8,MAV_f9,ZC_f0,ZC_f1,ZC_f2,ZC_f3,ZC_f4,ZC_f5,ZC_f6,ZC_f7,ZC_f8,ZC_f9,SSC_f0,SSC_f1,SSC_f2,SSC_f3,SSC_f4,SSC_f5,SSC_f6,SSC_f7,SSC_f8,SSC_f9,restimulus
0.015604895866076994,0.00048119722636507067,0.003194543323326307,0.004184054438703192,0.004439555550589079,0.0034451055232404396,0.005160656133452192,0.024765238817075656,0.0033010884727271705,0.06666939004021935,0.014467694151108473,0.00036460688072723356,0.00247534347393714,0.0041126852901322035,0.004436744008568957,0.0033140378429920726,0.0048213197393324105,0.022193349925098586,0.003275646290147786,0.0666627715723488,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.08441528674411897,0.007581370558875762,0.02777576377219655,0.002458713035047273,0.0041164329777809375,0.005755009703795521,0.015060293996885906,0.15428524377295233,0.003344241121289151,0.0715867683196064,0.06272010022469209,0.005496464546755396,0.021769610742703276,0.002338324121739484,0.004114908835068786,0.005658170757150749,0.013720780041492233,0.12113402002170144,0.0032913122975935546,0.07147478156085811,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.30263902840208573,0.03239171913442739,0.08996984447583885,0.0011397382536932196,0.00399529527705322,0.007039241088757295,0.035795208130610275,0.46173364653096566,0.007222707766139556,0.08426815297979437,0.2744564535295584,0.028509213913956652,0.08276133494733358,0.0010897746952912948,0.003995251110090797,0.00703124125441235,0.03384244203751558,0.43013156621883597,0.006738175691006298,0.08399108912009448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
0.6037734320061381,0.07829952664678366,0.16799568757692482,0.004884545347098146,0.004076379602975179,0.005977556609547713,0.08199585327067575,0.7909769854009295,0.017728365377043018,0.10180963814437619,0.5883773074411961,0.07445267969969382,0.1645208227131369,0.0037893100409223408,0.004075911473256835,0.005930873908101899,0.0771730126704861,0.7810174927523872,0.01647274603969248,0.10148346606064726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.833666211860378,0.1356928012310798,0.24394369115984293,0.02124604633128834,0.0043008845828248045,0.006014176861499682,0.17681687338652513,0.9491879860804147,0.06111313427941283,0.12016786906469094,0.8304171477857248,0.1333133005848401,0.24161802675794594,0.01856985829867101,0.0042988043856784066,0.005930372155315477,0.16892015671234883,0.9487549337765626,0.053653255397879775,0.11992385468081089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9171592218271672,0.16986245235594294,0.3236830103375745,0.05239704787287628,0.004592115260777587,0.01105639592809906,0.31049197008815776,0.9450061198688433,0.1737950163873921,0.13354363977410558,0.9170020063998953,0.16972066586799267,0.32172694589337897,0.04980212654439799,0.004590934545786385,0.010609867052193165,0.3041612842526396,0.9445125993942611,0.16141632665398786,0.13348865265536686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.8264804634942668,0.1670432023794313,0.40423306363519496,0.08608301139503029,0.004599244829515222,0.019814328742077687,0.4398388922869443,0.8241426516865565,0.3321864325759121,0.13396465395512017,0.822735895226579,0.16697759024455336,0.4028204879452882,0.08505034012917966,0.004598404389616488,0.01930159235216555,0.43665641943537264,0.8207821753621586,0.32413218987049425,0.13393315963791602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6431947950310284,0.2014422356245223,0.4499207126016329,0.10091835070026044,0.004499681154900423,0.03495143379609109,0.5944632715914739,0.6945659686840002,0.4543059021867671,0.12771866575020005,0.6388947490073742,0.1984176973048277,0.4498181544098406,0.10088066614295436,0.004499318271169843,0.03390032203956105,0.5883896570110669,0.693841501027201,0.45280918243202994,0.1277021284182925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.528176285373711,0.3217811709632291,0.4122698805174182,0.08913279319918312,0.0048580565579143435,0.05721614944238749,0.8511993390914893,0.7218399094102015,0.4858578919174358,0.12799511204176,0.5276405357080013,0.315378280827688,0.41072106849910883,0.08859865478919624,0.004850358351627016,0.05628459722491343,0.8410395405138825,0.7204682312717242,0.485817665310967,0.12797937084772756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.5825125029518965,0.4589692413347781,0.3233420855182885,0.06783856969606242,0.0056701821693981155,0.07547151539890047,1.1352994490018224,0.821418454327914,0.46526742467927606,0.13353888720243695,0.5791235525192879,0.455620073779066,0.3209614623205591,0.06737136778388263,0.005655323083364773,0.07523899059708318,1.1296651303022505,0.8205829568010903,0.4651282602723538,0.1335141682246969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
